ssn,etytr,indicator,alp,er-cv,leukocyty,hbver,alt,trombocyty,ast,weight,hematokrit,smoker,hemoglobin,erytrocyty,blood_group,sex,race,age
122-78-2153,5.60036,0.0,64.61233,33.1679,3.9405,5.30071,6.80756,6.1025,87.31076,48.89183,5.20108,0,5.23402,6.51991,7,0,3,6
344-60-0641,4.17819,0.0,80.13364,78.67793,5.90747,7.61656,6.77549,3.31094,66.74976,59.04224,6.14246,0,6.89448,4.98687,7,0,1,110
893-02-5733,5.47191,1.0,27.86111,41.09522,7.35916,6.12807,10.55752,6.68913,71.85522,76.0643,5.47498,0,8.57599,6.53579,3,1,1,72
816-29-9438,4.5318,0.0,80.59472,46.38078,4.54269,3.15752,9.16108,8.21862,80.87952,17.27142,5.80597,0,6.41742,5.06906,7,1,0,96
470-41-0741,5.85977,0.0,56.56352,62.73838,3.06613,7.72927,6.73987,4.65899,64.27499,51.06762,6.08612,1,7.88932,6.41034,6,0,0,105
643-97-5195,4.13402,1.0,25.30487,52.25329,4.28912,6.04882,9.99983,8.73792,83.07308,101.3312,4.85503,0,3.92555,5.57366,3,0,0,41
510-02-9971,4.98592,0.0,83.05395,48.31636,5.06908,2.88092,7.38902,7.70657,73.45644,66.02203,6.21708,1,6.7712,4.34174,0,0,1,83
742-93-3676,5.15228,0.0,87.90774,60.57186,6.1038,6.55853,7.13125,4.17946,68.30769,71.67134,6.90742,0,5.95044,4.3494,3,1,1,9
695-98-8671,7.02033,1.0,14.69255,47.25705,7.30409,4.2623,4.97153,8.81739,75.4999,111.01607,5.69112,0,3.48512,4.36053,0,1,0,114
832-44-9568,5.42226,0.0,89.38365,37.00987,5.45134,6.23154,10.88353,5.08769,77.90533,68.96331,6.04695,0,6.43231,6.88917,7,0,1,47
011-47-7575,6.54781,1.0,82.02033,35.63609,3.48854,6.23082,8.77692,7.68251,66.29549,47.49067,3.28441,0,5.51608,5.79793,1,0,0,94
200-94-0881,6.15334,0.0,49.65822,56.62027,3.08019,3.18197,14.23655,6.86458,68.03426,26.83851,4.23415,1,7.87917,7.52908,3,1,2,62
502-11-8766,6.1121,1.0,91.58602,17.75168,5.00032,2.9621,10.39483,6.80902,61.68851,121.97169,5.4467,0,6.10596,6.65263,6,0,1,0
333-21-3236,6.67135,1.0,30.8585,60.22104,5.11895,7.48175,12.03476,6.90871,59.98126,88.55961,6.28667,0,4.09493,7.32581,6,1,0,3
093-80-1903,4.91004,1.0,21.10421,55.92448,4.52568,1.92492,8.8138,7.72648,80.74284,48.73087,7.5517,1,3.47883,4.38582,0,1,0,11
504-57-2217,5.88611,0.0,88.93345,44.62134,4.97949,6.46794,7.78582,4.80365,78.26,21.66173,5.53689,0,6.33953,6.15123,5,0,1,7
215-60-8971,6.20709,0.0,40.39272,58.37748,4.73213,5.44044,7.77768,5.36177,68.71659,97.88268,5.36945,0,4.53688,4.98068,5,1,1,101
030-58-4697,6.60805,0.0,84.05364,26.8055,2.11815,5.97737,6.4239,6.76028,69.72449,48.69399,4.64475,0,6.96573,3.85332,4,0,1,21
142-07-8797,6.19799,0.0,80.529,54.98515,4.68105,2.78425,7.94794,7.93552,84.29631,71.48025,6.02779,0,6.87227,5.09161,4,1,2,91
799-89-8524,4.65827,1.0,15.37314,52.95559,5.56177,8.38421,9.45567,5.68135,66.70397,44.82428,4.10095,0,3.04932,5.38092,1,1,1,104
581-10-1993,4.08206,1.0,73.24886,62.97474,7.4395,4.68938,5.73931,8.06826,90.22694,52.54069,6.84936,0,5.46676,4.66958,6,0,0,21
057-78-6129,7.42554,1.0,60.86397,47.51303,4.06326,6.42451,9.82315,7.84744,75.75105,41.16765,4.30492,1,4.9927,6.63787,1,0,4,111
868-04-7080,7.56904,1.0,17.63761,56.59406,5.05107,6.27045,5.49683,9.12472,61.23218,30.518,5.51216,0,2.51851,4.57669,2,0,1,44
552-60-4975,6.57425,0.0,18.40422,34.79058,4.35858,7.60288,12.77033,4.86024,61.26667,88.14418,6.19717,0,8.71665,6.89483,0,1,0,9
513-43-0198,6.52735,1.0,55.78949,45.6265,6.77712,4.68863,14.7306,6.54067,73.37015,99.35729,4.78241,0,7.80334,6.84185,0,0,0,18
381-13-7573,6.80445,1.0,30.16329,86.33147,5.92828,5.93569,11.6013,8.49816,59.2182,82.91367,5.33056,0,4.21144,6.58221,5,0,3,42
305-18-3975,5.14318,0.0,80.12452,41.39639,,6.83925,8.44584,4.68128,67.34317,35.53901,5.5769,0,7.07607,4.59136,4,1,1,32
030-58-4697,6.20519,0.0,67.47865,59.18961,4.31424,4.38122,6.29997,6.52674,87.99435,36.31658,6.46942,0,7.3895,5.97826,4,0,1,21
816-08-1423,5.68566,1.0,87.48791,57.01673,7.05284,4.25354,11.88225,7.26389,78.89711,68.44977,6.61094,0,6.22293,6.75699,3,1,1,98
449-54-3393,7.07698,1.0,84.9029,30.25256,5.92624,2.96909,7.53934,6.67963,88.12816,28.17339,6.58457,0,6.83542,5.78538,5,0,1,103
284-92-8948,4.679,1.0,41.80098,35.59339,5.46073,7.20291,10.6321,6.16568,72.42862,3.40963,6.32067,0,4.38821,6.86336,0,0,3,10
800-94-8515,5.47688,1.0,51.211,35.87935,7.98499,5.50023,4.98312,6.70283,70.99976,49.57063,6.74262,0,7.94706,6.01211,4,0,0,97
288-35-2563,6.65838,1.0,32.47612,59.16479,4.23081,6.1182,7.69872,8.69226,78.70468,51.51356,7.23906,0,4.11559,5.82311,0,1,0,78
228-08-5657,5.72976,1.0,74.072,34.47074,6.54062,6.37868,10.92418,6.49666,92.03,140.30001,6.53831,1,5.39768,6.48232,7,0,2,58
628-21-0382,5.4708,1.0,9.01402,62.81802,4.8447,8.59332,6.84165,5.61976,69.2761,62.92076,4.74241,0,3.03215,5.7396,3,1,0,38
719-18-3103,6.30678,1.0,79.95397,40.38895,3.51349,5.85535,8.7234,8.72567,62.45287,58.80076,6.44863,1,5.42628,6.2401,0,1,0,20
215-24-1172,6.29371,0.0,87.7794,26.85148,3.94837,6.50135,10.1134,5.01586,73.25711,38.13137,6.24805,0,6.08681,5.22933,2,1,2,18
647-88-4297,4.47639,0.0,82.74555,25.42625,5.79264,6.84321,27.07058,3.84246,69.98385,36.21896,5.67006,0,5.78231,8.33554,4,0,0,40
655-26-9717,6.10515,1.0,46.67344,43.56625,5.0067,7.821,5.80099,5.93702,73.99157,36.83454,4.68306,0,4.46675,4.37261,1,0,0,72
898-13-6363,6.50612,1.0,92.00025,54.12717,7.37313,4.49252,8.11686,6.26027,83.74646,50.87725,6.95056,1,6.29095,6.04563,3,1,0,27
235-49-2676,5.58762,1.0,54.27607,33.94208,3.29013,6.62235,7.21135,7.71458,62.61393,53.54632,6.99447,0,4.83295,5.87329,3,1,1,102
631-19-2183,5.70308,1.0,67.9366,54.86818,5.52417,6.36801,4.3616,7.26643,78.97017,43.98342,5.98168,1,5.08559,5.20488,5,1,0,92
808-13-2308,5.67735,1.0,21.15628,53.58462,4.37164,7.65847,6.08382,6.54627,73.7106,30.05726,5.62024,0,3.58937,4.82824,0,0,0,67
754-07-1551,6.7088,0.0,63.12296,58.85209,5.55275,7.46989,4.19597,3.95469,71.64812,69.03936,6.45227,0,7.52365,3.54626,2,0,2,87
162-42-5374,4.2242,1.0,42.16719,36.00868,7.47413,3.35934,11.22816,7.90898,64.55382,67.66491,5.64428,0,4.52006,4.47552,6,1,1,34
855-76-0936,4.43028,0.0,59.30973,62.61641,4.94526,6.0011,8.61325,5.85375,73.54245,53.01184,7.23555,1,7.68312,5.98153,6,0,0,99
710-27-4832,7.25233,1.0,91.28418,57.74409,6.50616,2.43373,7.39672,7.28923,76.66726,32.46579,5.67339,0,5.85304,6.38334,4,1,0,81
445-91-7915,6.44808,1.0,78.13938,69.86818,4.1989,6.36629,7.36682,7.60396,63.25747,112.96257,6.24939,0,5.3787,6.30852,3,0,0,78
396-53-2544,5.01426,1.0,68.15755,49.36497,5.05151,5.7985,14.14182,8.18461,67.20245,89.39127,5.60325,1,5.01841,6.81335,2,0,1,24
441-98-0869,7.17702,1.0,79.63014,62.27458,7.24849,3.19287,4.61169,7.45944,70.04775,96.96504,6.07291,0,5.56019,5.54756,1,1,0,29
050-06-2113,6.93977,1.0,61.47341,49.1055,3.97259,7.92386,13.40594,5.77638,67.12816,125.92709,5.89309,0,4.95128,7.19251,6,0,0,115
898-13-6363,4.24733,1.0,84.34179,44.3236,4.11394,4.80641,5.50638,8.93998,59.2975,43.03806,4.57428,0,5.82119,4.99539,3,1,0,27
657-83-9898,6.03223,1.0,51.42337,40.87283,3.06287,6.65616,7.40392,7.77343,86.57084,130.81821,5.55777,0,4.92362,6.87217,2,0,0,13
023-43-7582,5.35526,1.0,34.60628,71.75946,4.29799,6.23211,3.39276,8.07957,76.78649,84.09235,4.28467,0,4.30101,5.17075,5,0,4,94
556-26-8981,4.91933,1.0,15.19763,61.2745,7.12447,5.94035,5.5525,6.0879,71.16576,116.71103,4.24033,1,9.60973,5.16458,6,0,0,57
376-10-0117,5.3786,0.0,48.63696,24.77437,3.93047,7.05877,16.84863,5.07833,84.51974,123.4071,3.97862,0,7.78761,7.88627,0,1,0,5
034-05-2684,6.34297,1.0,15.40077,50.27795,8.2963,6.70276,7.06017,6.30547,79.6153,127.35467,4.814,0,9.51264,5.10669,3,1,1,5
219-54-5223,6.28726,1.0,58.18327,72.21561,5.06812,4.92494,23.94856,9.77001,72.7015,93.0466,5.69191,0,4.90286,8.14453,7,1,0,69
131-26-9523,4.60668,1.0,36.12776,59.64365,7.18358,6.48445,6.60689,6.62125,73.09766,78.17304,4.8156,0,8.30195,5.18078,5,0,1,30
112-12-6613,4.26013,1.0,12.24995,50.05885,3.41965,5.16653,19.45337,10.62501,69.68147,65.00429,5.31795,1,3.53882,8.06192,0,1,1,17
387-54-6743,5.95853,0.0,24.6669,24.8009,3.70045,7.24276,4.87118,5.31964,70.1923,62.96809,4.40004,0,8.5097,4.39596,0,0,0,81
200-94-0881,6.59263,1.0,79.99066,53.07979,8.58529,5.19852,6.33669,7.30103,69.24203,69.88547,7.70983,0,6.77789,5.02324,3,1,2,62
722-82-4848,5.77622,0.0,55.57842,50.64555,4.50174,7.39519,6.26863,4.54272,69.04868,77.06334,6.88322,0,7.82174,5.90657,7,0,1,98
684-45-8483,6.34391,1.0,25.30364,47.93396,6.3573,3.78443,10.86204,6.02894,71.39383,106.19953,5.96949,0,8.30887,5.3667,6,0,2,58
424-02-5275,5.06248,0.0,52.81943,55.30317,3.66367,8.14735,2.09969,3.80075,70.14304,50.04261,6.21025,0,7.79191,4.86732,4,0,0,98
107-50-3852,6.43735,1.0,87.80328,35.66651,3.9834,6.64369,7.75015,6.4199,67.96238,67.67194,5.08909,0,6.63962,6.07738,1,0,0,100
572-44-2781,4.63853,1.0,85.70563,41.75337,4.69027,4.99362,7.11855,5.54875,80.12821,147.83979,7.04781,0,6.66808,6.03292,4,1,0,54
522-26-4177,4.75238,0.0,64.4932,60.39927,2.40959,7.46891,8.00545,6.05325,53.46119,60.42366,5.02915,0,7.72712,4.87395,4,0,0,99
262-09-0638,7.96153,1.0,25.3067,42.43246,6.57879,5.10536,14.32425,6.09085,79.97216,79.90513,5.89923,0,8.71411,5.51484,3,1,0,16
327-23-5174,4.9032,0.0,87.17804,51.70083,7.11459,4.3147,8.51878,7.3171,68.55567,53.76028,5.51685,0,6.38245,5.63026,6,0,1,113
577-89-5937,6.46434,1.0,90.99473,39.77468,6.953,3.04214,6.76186,6.73133,89.07026,28.17607,5.40114,1,6.53594,6.67176,4,0,4,78
149-92-8921,6.17929,0.0,30.14847,66.06953,3.59988,7.65936,9.92112,4.83627,62.13319,89.51218,5.08311,0,8.5469,5.69761,5,0,0,63
158-95-9786,5.77524,0.0,80.22447,66.72329,4.10585,5.04013,8.55798,7.26247,68.78613,54.31448,6.83352,1,7.13229,6.07988,4,0,1,7
613-04-5407,5.31934,1.0,73.905,40.37854,4.39746,6.66476,7.06435,7.02653,79.59626,92.88624,7.29832,1,5.3952,5.23409,3,1,0,107
837-77-6510,6.75323,1.0,18.6578,60.09737,4.95103,7.35776,7.79809,7.08541,70.5107,49.52713,6.33027,0,3.70247,5.46928,5,1,0,46
032-53-0949,5.93884,1.0,53.93282,68.93871,4.84392,7.67217,7.50022,5.59983,94.42821,54.08612,4.47383,0,4.80253,4.49973,6,0,0,51
700-73-0733,5.8944,1.0,24.77531,50.76269,6.51152,3.41622,9.85251,5.89052,71.31884,109.56394,5.84692,0,8.71708,4.86961,7,0,0,99
175-86-9111,7.13594,1.0,25.51936,42.27757,5.12065,10.36961,11.07898,1.98877,79.21223,40.91071,5.48316,0,4.26985,7.25849,7,1,0,40
691-03-4364,5.88009,1.0,53.80183,54.52926,4.57073,5.85902,7.14271,8.28217,66.54302,31.66109,5.42519,0,4.67009,5.07007,4,1,1,97
040-79-8759,4.70641,1.0,34.82129,86.13197,5.88559,2.79722,8.07432,7.95593,64.57596,89.79719,5.81959,1,4.32603,6.4541,0,1,1,94
056-01-2246,6.37567,1.0,10.88382,38.9309,4.76645,6.47095,8.70959,8.48144,66.83674,38.35174,6.52646,0,3.37802,5.25676,7,0,4,72
755-77-7354,5.80788,0.0,59.46906,38.59848,4.696,7.48606,15.96329,4.27139,78.35643,93.17997,6.51636,1,7.55511,7.67785,5,1,0,108
333-65-1619,5.79057,1.0,89.92157,39.21482,6.91547,5.38251,6.31802,6.99078,82.21621,67.13988,7.49269,0,6.59197,5.2534,5,0,1,28
426-29-4356,5.89447,0.0,24.69782,52.97404,4.8096,4.8304,7.27406,6.48231,68.09048,114.15809,4.9772,0,8.68332,5.26873,3,0,1,75
240-89-1873,6.51723,0.0,75.65012,32.85518,4.96758,6.54669,11.01597,5.09897,73.84844,77.95659,5.00651,0,7.07723,6.40766,1,1,3,61
826-69-4893,6.48577,1.0,58.06902,62.18395,3.38839,8.5386,9.88559,4.86042,73.14628,126.94849,4.62854,0,4.99476,5.45907,2,1,0,46
842-94-3980,4.86938,1.0,60.07129,64.27457,5.64829,4.67969,5.82867,6.43807,66.27966,52.57891,6.91017,0,7.64145,3.59647,2,0,1,68
869-87-2052,4.88455,1.0,85.93576,69.2737,8.17735,4.8212,8.60574,7.74174,72.58114,44.97097,5.95169,0,6.09443,5.45416,5,0,1,95
