ssn,etytr,indicator,alp,er-cv,leukocyty,hbver,alt,trombocyty,ast,weight,hematokrit,smoker,hemoglobin,erytrocyty,blood_group,sex,race,age
488-57-8528,0.6069951195509757,1.0,0.9544138976109806,0.5932977677166188,0.32935825555452103,0.5165185449948607,0.397256471088592,0.6590256989447753,0.39345495495602134,0.6256738986407994,0.33650908453736605,0.0,0.5272523217876722,0.6245972669703366,0.0,1.0,0.0,0.48275862068965514
036-09-1716,0.5762629759105309,1.0,0.55512855385054,0.326916490387987,0.20120148081272626,0.6956872058012807,0.2017078057036522,0.5417987068288065,0.46660598766325156,0.4906475637276847,0.534814273544582,0.0,0.34664623716028475,0.5219909652223198,0.5714285714285714,1.0,0.0,0.6206896551724138
649-04-3617,0.5213326543806751,1.0,0.15733381359420906,0.6472826716291085,0.5357845396268268,0.567735121698058,0.45030335171897157,0.7206158097305831,0.367471350125979,0.28842614794460814,0.258766247686225,0.0,0.20846127850604543,0.7844194336222527,0.42857142857142855,1.0,0.0,0.08620689655172414
865-22-0977,0.9264614169894552,1.0,0.5859589090197551,0.5136949642196412,0.6240192444366395,0.41971946744857136,0.3105792881859105,0.5211766834435343,0.40509485790434385,0.6704223993307086,0.5371145339549379,0.0,0.6486517777425465,0.5039477722814225,0.5714285714285714,1.0,0.25,0.3879310344827586
627-14-0099,0.4206474080600837,1.0,0.6188525499057168,0.4711063342352495,0.818006418740932,0.5968768237543947,0.2717254480307588,0.6709458644472954,0.3532574040736227,0.7228756876182,0.47275570824346946,0.0,0.378365862002787,0.688998774147505,1.0,0.0,0.25,0.5
160-65-9504,0.3598143941777904,1.0,0.2942419959873049,0.466084770337558,0.2468445512008326,0.5968445136419354,0.36478831954491264,0.7211896590165612,0.3783455042564885,0.8321835731746039,0.7733218258177201,0.0,0.2878077985364186,0.6761019020485481,0.8571428571428571,0.0,0.25,0.7758620689655172
540-80-1865,0.49793930239521544,1.0,0.4629859250349494,0.6466090886405855,0.7369754128985342,0.5223121520352342,0.24882823470403131,0.3972115310810663,0.5549150111156704,0.44873132194235377,0.1833236712454399,0.0,0.9792864414275345,0.5882830344650971,0.5714285714285714,1.0,0.0,0.25862068965517243
410-10-9244,0.2607216351316043,1.0,0.8152069407598829,0.553246218774753,0.36986727608954173,0.6788516178279124,0.1645015307360751,0.4050471323983611,0.37915742531285246,0.5675995488828294,0.5879458152596366,0.0,0.5361170448002803,0.6371985033677989,0.42857142857142855,1.0,0.0,0.896551724137931
792-29-0768,0.42773826756456246,1.0,0.726117104229091,0.5132695576913772,0.6383370675806439,0.4582785575958045,0.26850464876450386,0.5518931543800782,0.5770776856200941,0.5630126207726291,0.6060365991190411,1.0,0.6120059160735296,0.4144699553156992,0.42857142857142855,0.0,0.0,0.4396551724137931
622-38-7986,0.4055998336947422,0.0,0.6870580524616928,0.4572431101811062,0.5425710086475033,0.5873251467585889,0.2527471000364222,0.30994440606598905,0.625341408186977,0.662247082647953,0.5143822197699366,0.0,0.4030220788865433,0.3204182586115666,0.5714285714285714,0.0,0.25,0.8448275862068966
131-26-9523,0.6416464983398082,0.0,0.33020998726009004,0.8957987775474512,0.16448760273108826,0.5129927039727303,0.25822368686824615,0.5960155853079963,0.6525771094142352,0.5247854396402877,0.3797536074383784,0.0,0.7244801532004372,0.6584484963064365,0.7142857142857142,0.0,0.25,0.25862068965517243
579-91-9454,0.48839010025994734,0.0,0.7296961617604449,0.28809155292138755,0.3547138144363919,0.6959739580493578,0.240140543967982,0.3212642228728284,0.4151450151622529,0.27569434383877034,0.5631704821040113,0.0,0.6199235666663885,0.6607740382895309,0.0,0.0,0.75,0.14655172413793102
831-13-0064,0.5940378039314411,1.0,0.5509996099943361,0.6951536818459326,0.3639235172720234,0.5701351572391816,0.18381533825663815,0.630741691064399,0.5037772442845279,0.3049693067029915,0.6497695079418633,0.0,0.3351165691780079,0.5479297027260623,0.42857142857142855,0.0,0.0,0.28448275862068967
005-64-2757,0.26022577083059173,0.0,0.8645037185663017,0.528823398935641,0.4578627219185978,0.6834154212128004,0.49916312866747264,0.24384391299421398,0.6254067596630801,0.5003254178515557,0.6493389081405729,0.0,0.4674855853074439,0.7676548180145708,0.7142857142857142,1.0,0.0,0.5
451-26-2391,0.5902902141180195,1.0,0.7314328783336022,0.3515222486255155,0.7069643221250913,0.475313054699001,0.17700143782218902,0.6558722691901415,0.4475534277914728,0.4092668570351802,0.7242725939071057,0.0,0.4105058284589004,0.3360888338207241,0.8571428571428571,1.0,0.0,0.3275862068965517
219-77-3028,0.5546795286237669,0.0,0.9000231156491089,0.5738220316545948,0.6385044310056068,0.4193357848631162,0.3418025552449808,0.5637621486086896,0.3219464700376504,0.5537996113473319,0.22335640428661163,0.0,0.5307193578264897,0.6925689989247898,0.14285714285714285,1.0,0.75,0.7758620689655172
